ID,Year,Latitude,Longitude,Subs,System,Taxon,Effect2,Study,n_subsidy,Subsidy_mean,Subsidy_sd,n_nosubsidy,Nosubsidy_mean,Nosubsidy_sd
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,38,25,12,27,24
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,1075,501,12,341,257
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,239,266,12,383,537
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,901,784,12,608,542
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,11929,7509,12,11613,9590
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,1181,1455,12,715,1073
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,14250,7566,12,13319,10665
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,17,16,12,25,47
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,73,86,12,40,43
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,93,88,12,62,47
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,241,277,12,136,115
Wallace_et_al.1997Science,1997,35.059725,-83.430557,Plant_litter,aquatic,invertebrate,dir,manipulative,36,424,290,12,263,166
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,2691,231,24,342,71
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,743,71,24,495,84
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,103,12,24,386,24
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,264,20,24,530,117
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,73028,5592,24,11805,2063
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,14689,1348,24,19234,6092
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,418,37,24,222,41
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,dir,manipulative,8,1030,108,24,830,129
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,asc,manipulative,8,9235,55,24,2021,371
Wallace_et_al2015Ecology,2015,35.05975278,-83.43051389,Plant_litter,aquatic,invertebrate,asc,manipulative,8,2548,183,24,2048,183
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,3742,589,14,2342,404
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,4882,940,14,2342,404
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,1065,157,14,513,151
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,1684,321,14,513,151
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,1582,227,14,1017,199
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,2599,359,14,1017,199
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,2080,199,14,1523,175
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,invertebrate,asc,manipulative,14,2655,311,14,1523,175
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,other,dir,manipulative,14,523.7,56.1,14,345.5,23.3
Wimp_et_al.2010Ecology,2010,39.502222,-74.316667,Nutrients,terrestrial,other,dir,manipulative,14,709.2,92.8,14,345.5,23.3
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,asc,manipulative,6,30.51282051,3.974358974,6,24.23076923,2.179487179
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,29.23574781,3.086784806,6,9.617046794,1.350468353
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,34.57868944,2.12154422,6,9.617046794,1.350468353
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,37.99177023,2.12154422,6,9.617046794,1.350468353
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,42.17592688,4.051405058,6,9.617046794,1.350468353
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,51.95550133,4.630797543,6,9.617046794,1.350468353
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,6.945337621,0.617363344,6,2.443729904,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,5.736334405,0.745980707,6,2.443729904,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,6.45659164,0.77170418,6,2.443729904,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,6.327974277,0.848874598,6,2.443729904,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,5.762057878,0.463022508,6,2.443729904,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,6.147909968,2.237942122,6,1.337620579,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,5.067524116,0.926045016,6,1.337620579,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,4.424437299,1.749196141,6,1.337620579,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,3.035369775,0.848874598,6,1.337620579,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,1.800643087,0.231511254,6,1.337620579,0.334405145
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,2.971061093,0.308681672,6,1.633440514,0.128617363
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,2.173633441,0.308681672,6,1.633440514,0.128617363
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,2.855305466,0.180064309,6,1.633440514,0.128617363
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,2.327974277,0.347266881,6,1.633440514,0.128617363
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,1.581993569,0.360128617,6,1.633440514,0.128617363
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,1.653846154,0.282051282,6,1.467948718,0.08974359
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,1.493589744,0.128205128,6,1.467948718,0.08974359
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,1.057692308,0.128205128,6,1.467948718,0.08974359
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,0.820512821,0.192307692,6,1.467948718,0.08974359
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,experimental,6,0.455128205,0.096153846,6,1.467948718,0.08974359
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,139.9361048,12.65124065,6,62.82805807,7.965595964
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,236.1969114,11.24554724,6,62.82805807,7.965595964
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,379.0432058,53.4163494,6,62.82805807,7.965595964
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,40.26242328,4.572856725,6,28.36697605,4.740549638
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,55.11453305,10.9201947,6,28.36697605,4.740549638
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,34.44476917,10.9201947,6,28.36697605,4.740549638
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,asc,manipulative,6,27.30769231,5.256410256,6,24.23076923,2.179487179
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,asc,manipulative,6,19.1025641,3.58974359,6,24.23076923,2.179487179
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,29.93630573,5.732484076,6,5.095541401,1.061571125
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,23.56687898,4.140127389,6,5.095541401,1.061571125
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,65.60509554,32.48407643,6,5.095541401,1.061571125
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,13.73801917,1.916932907,6,8.477103301,1.384451544
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,11.69329073,2.236421725,6,8.477103301,1.384451544
Wipfli_et_al.1999Canadian_Journal_of_Fisheries_and_Aquatic_Sciences,1999,55.627123,-131.498864,Vertebrates,aquatic,invertebrate,dir,manipulative,6,16.54952077,3.706070288,6,8.477103301,1.384451544
Yonekura_et_al.2009Biological_Invasions,2009,34.95,135.966667,Insects,aquatic,invertebrate,des,experimental,32,654.9375,341.2780819,32,707.1875,367.7561182
